钱包,总利润,总盈亏,买入次数,卖出次数,买入金额,卖出金额
0x40e56fa7759c1bdc67764fcd76c8ee7bc9486c08,16228.024347051823,7.209616448072505,4,38,2250.8859471144815,-22454.59048958377
0x480b61920c6a6044a8527e096c388c81d5c142e5,14579.507903054182,143.6945784372839,1,7,101.46178138110805,-14687.398845763963
0xdbc1edacd4420f2ba2ff786c9065b0267990ddf2,10069.173602304194,99.2410488461974,1,6,101.46178138352084,-10176.756971992954
0x8d73a36d78e2ae4a437053c9ce3be70d483ab74d,8344.181183112381,0.57373014192429,9,13,14543.738551239458,-22888.07325110517
0x9d0499cac50ab469b8de82ee40cb1a277631d4a7,4794.6357478473765,0.6040563134496463,97,6,7937.398618460188,-8018.092810651663
0x880fcc236bf42d5035bf583dfe2b07dbceb53759,6312.313514371174,3.114894727337158,2,5,2026.4933703770482,-8340.097979771002
0xb0d7dd69695a21c22865c4e8c46078c6d0991ecb,6221.484184568057,4.707220352569547,3,9,1321.6895999295875,-7561.730972702735
0x66dad84ca18a6354a5c24dbb9e7627a960b62777,6170.13796277164,60.81243477399028,1,6,101.46178138900355,-6277.701933194654
0x4cb3562fefd71ff5b60be98349443ab325777777,5629.1745813412845,3.550461026934138,4,5,1585.4770799166154,-7214.8214913022175
0x645e74582ea2a761cfd1849c1b6a57d95ba507d0,5333.160081389067,2.4082664563225706,3,8,2214.5224285242994,-7547.939751790314
0x904a5d05d72a0575c6a60f7de7566abc2ac331e2,5180.927660916884,1.1757440458776918,3,8,4406.509800395652,-9588.756451909227
0x57af69b7ed14aef64d2ca822e9ed3ace4751f622,4687.143900848363,8.829810199054624,1,2,530.8317840569437,-5218.287210725271
0x4607258387d86653f8513728d69efd9b23978c81,4390.661284939833,4.983578840950541,2,6,881.0257497807304,-5272.479768189726
0xc2c6acd377458010713e733e1b21dd6f670d091c,4263.145264894488,4.8382721222826,1,7,881.1297002623369,-5145.444514016666
0x96a51f7ad997f68c94c19c356fa5247c48b4d867,4228.691574774682,15.99669547048191,1,7,264.3478199968065,-4500.102237540358
0x3c5083022114ea14fb3d8d06f5931c629c2bedd6,4613.613454764402,1.0470653443019535,2,4,4406.2326003542385,-6588.6668615983
0xf49578bde2a934e3af7e1c717fb0c55d12c836c3,4139.717765953188,1.14501504049864,6,12,3615.4265398560988,-7759.956817859691
0x5006ce81ee0ab7436534832a4c3288929447372b,4106.22261657805,3.586787086910666,4,19,1144.8191702158656,-5269.723325482502
0x34a517b2613aa140cb51ac40f8809e9fedc18774,3884.3206031567124,8.728418056716272,1,26,445.0199999492276,-4329.8617178666655
0x9e7b8fe784127d5a31a1f61fb118806583a5216a,3879.634861383874,8.80624508155397,1,14,440.55494997639397,-4320.459168847772
0x46422dfb6ea053324bb2caea03a714ea01739ee5,3806.9272885864316,2.8803921284598966,2,13,1321.6698000844558,-5131.599191882936
0x5c3d88016a524a8f900af4b7ac93f318d414bc6a,3779.1156309497997,1.5240609356991641,4,9,2479.6355200956104,-6259.339603406083
0x2fc057421c73c1728118bc9630b7ae0a8f5b6460,3736.6838029383393,36.82848606095618,1,4,101.4617814252157,-3843.7088261703184
0x597b64dbcbbefb7dda8ababef9670e2d0bfb2449,3231.567826334881,0.5643182307549022,9,18,5726.4990748428145,-8961.86672016864
0xfc753506a2a8a40c5b96ef6db2b1be0e824b42a6,3230.1858983162588,0.8593890632989514,4,6,3758.700263087465,-6970.239179945992
0xcedf40bbb2cbb17d51b50599e4395dc5aa52d3e9,3183.4149138986154,7.227463127621653,1,3,440.4608999985565,-3638.693040636941
0xa7dcdbb572aa4c853a692e41b32acccd009b0bdc,3149.9255516576122,1.7695813305897097,1,7,1780.0399999744038,-4976.642753348387
0xa56a91034319f2f14815fe99460b98c0b6946a54,3428.969230146816,3.873573941810015,4,14,885.2210598423617,-3738.7140335799995
0x7e9cfcf4f58b9bf2bc9b41d08fbd0ef4c2de9ef2,2992.734140033638,3.3928610865053246,3,3,882.067984432625,-3874.8936043517956
0x705b8398cccad35737a96fe5c2378c0e64a830a0,2983.505153471123,6.21057670377232,3,16,480.3910000272494,-3467.215877372739
0x12a00ba248afbfab93d8d46ef23eb3b8f7a6b43f,2963.951923233121,3.0590298113648227,2,13,968.9189403194206,-3964.686304736315
0xaeca84c904a4a1181ffa3ea9b2393b29500cddc9,2747.950840367939,1.9612641510129485,3,5,1401.1120526262025,-4149.602814313859
0xf54d24eb48d5ed65506593a99630d791b2820c03,2647.903856428268,3.0050900640415152,1,5,881.1395998119035,-3529.5030628120485
0xafbdebbc9c67c5981e65970195b3453e46b13c2c,2646.1572956875066,0.8865319398560542,3,7,2984.8414667577144,-5539.748381665831
0xd8b8efca12dae1fe5f0980bacfb5bb7f43ff36c4,2447.840300489788,9.26231587312284,1,16,264.27951000816876,-2712.4473447610208
0x8cb1cd960d772805441962e860b80f515458bffb,3224.259133382503,1.5482370059951192,2,3,2082.5358914025774,-2751.0613733100063
0x7730b1bf8a21ce829b83e1a0f360fad61d6643e4,2426.069870698561,5.478992352120627,1,6,442.79490000739975,-2869.1172060383196
0xa5a3598b9fb47f617773c081124b320f93735894,2327.7747161527723,0.43251894308867356,16,12,5381.9023498250335,-7710.159643614157
0x9ba03200156d7889330fb65c4c4c8a672994488e,2280.033505946249,2.5877125261683953,1,2,881.0999996673803,-3162.302302276801
0xe21ce4d2e6656f9c82db444234af7f8dec83c888,2169.6815609416435,4.899479679411504,1,6,442.83917944573506,-2613.8168198328303
0xf934d6c8508103c713b200cf1761c326d75d3956,2158.0212336728,9.800861593858547,3,8,220.18689000006566,-2378.4245437284517
0x95fcf053e99acafcbdd4faaf10ae42e1886fdc4d,2148.775583219241,12.194669168712611,1,5,176.20614003471871,-2335.120103070972
0x3194002b6872b450e7835bb881dda2885b3872b1,2140.7508570557484,1.6203995614675755,3,10,1321.1253001802206,-3462.1480383493445
0xbd753b42e1fbcdc8fa77ae9bfc34f5ffad0c1723,2098.9436325982506,0.78994912011691,9,36,2657.0618020153165,-4762.295772112006
0x9663a1e99b66e7c934fe861b9c41078a10ed8ae6,2098.82846785669,0.8343925470396548,9,7,2515.396949916599,-4616.923454362581
0xdb2ffcdb8918e2f05c704533910cb30ddde97899,2073.0723051981504,3.9204465407172773,2,4,528.7847401227068,-2603.858040971924
0xed90289c90679fe1853aaee0b41f2907685c77a1,1999.067154639753,1.889514359107749,4,11,1057.9793400372655,-3057.3327444682755
0x0dbae7254a98081d5ac6782d9cdb427ddfdc522c,2235.2089623349443,5.0754917607071,2,11,440.3925900617643,-2405.1093514023496
0x02d1212419979f0a484fbec1d56e372817933e10,1982.3243547030181,7.131977140468765,3,5,277.9487813350907,-2267.466000742874
0xd1d1cde939d694d7012da0165dbcc8dad3d2168c,1961.8177327752737,4.04824485567333,3,6,484.6094548915252,-2450.006020307731
0x57825f68fc7b32eaaa1e90db1fd6cd997b5a4035,1953.6001092953227,4.479098692117938,1,7,436.1592015673056,-2389.8935006519832
0x3b9db9f49bfb6ede1a1bdcdf2f433a1dabb95a97,1920.7784573840413,21.71229669736969,1,1,88.46500598975011,-2009.2817658567885
0x34745e037888f9f9b1fa138aadb48c0f09e70457,1901.941258929808,0.2974247633103547,13,21,6394.697058042822,-8296.93984138157
0x25ebe4b901e023e000ae054bd5445adbf84c8822,1851.5892544947492,1.1272630204563552,2,2,1642.5529986295137,-3494.224785426969
0xf369b5cd78c7f6aca38162eaf95e72382bc8ec08,1847.3157704581836,0.3794662413564365,7,9,4868.195294144707,-6718.52038177376
0xafa314077e088af05da12bd2d1e7acd6cff8fba4,1837.7406925137402,7.4043212706026456,1,6,248.19840000867015,-2087.109227259224
0xdfe63f68f3f9ef42fcb7e9b17f04185884647730,1775.3608557354846,0.8752300183106023,3,3,2028.4505999489647,-3804.0569197438053
0xe780d2d228e069b37851aea6b41d761bbbc6bf02,1769.3595562292903,1.7212844396279794,16,11,1027.9297921334264,-2816.484811695741
0x969bc98d17246fdce50dd0268f72b74069890be5,1711.3694166690987,1.681132212871849,4,18,1017.9862140322657,-2729.918048669056
0x79e337339346c9f5786a746916a0600d3f9eda65,1700.0585829737872,9.55056898719206,1,10,178.0059999832133,-1878.2285513116442
0xedbd3da9ea7d5f62ce51413ba8b0e31208811471,1643.6503980237512,2.0730979443279325,3,7,792.847439997148,-2452.1824310748048
0x81d50e19dd641bb7db0e2e69c2b7c765c511f67a,1639.4786848491635,1.431931735694216,2,4,1144.9419298290268,-2789.804419629194
0x1bb9913c0a03738788fddbdbbba1d516241fdb22,1621.862902165346,0.9177366309828932,3,4,1767.2421993533544,-3394.033423230172
0xec014f4d24d35245eb6605e3379b45419321a3df,1619.416153291344,0.07715644379760858,61,37,20988.735011417633,-22613.708787077776
0x12a527c6be1a08410325bcac9c6eb4602b55283d,1598.8320987413929,6.021880057637053,1,8,265.50381001257676,-1868.9499522451176
0x0f106f869fff14c3b621a241514c4d2093a2ce2c,1557.868645651989,4.667456563172206,1,14,333.77249998298726,-1893.7071544449611
0xbf004bff64725914ee36d03b87d6965b0ced4903,1535.0589497968308,0.869618514244649,1,4,1765.2096001315977,-3304.010030715931
0xad57c7bdbd2463d0116ee773eb5625926000c8f8,1349.383703424211,0.4938355750259675,11,10,2732.4554399574313,-3295.425788998427
0xc7d280c5b97c06c95a5a7a2c373637d2c0469f09,1509.6877354785897,3.4260550598223802,1,4,440.64899983156073,-1953.299981583662
0x3c268b580fece4357946d235ee2407f99817a9ec,1507.3214164822282,1.0098657998672265,4,6,1492.5957653783357,-3000.374343053467
0x38e47fece3ea323e864c65410f6458c820eaa897,2077.3639965264565,2.3576937879542395,1,2,881.0999999830241,-2038.968328084496
0x4bd6c18e75d539e52cfdf2f98fb38f5dd903eeab,1479.3340281878577,2.7848822421586514,2,13,531.2016450078617,-2019.5448579113804
0x103a960fae2269ce4db4b0a5cf36cba98742d3f7,1477.0032510809524,3.3548587847869595,1,4,440.25794998544035,-1918.6354995141203
0xb9838b11040977943177227471e1725bf30eb64a,1454.9416749351562,1.5734537469952492,4,9,924.6802949966532,-2384.8547424280273
0x1e2175e7867889bd427d5f686b4f0b3a1d8d93b7,1450.6675467580562,1.6460579128760093,1,5,881.298000155678,-2333.784390039702
0x73c4835dddcb9da760123699a1d1950f1ae83acd,1413.5772349113422,0.5921131098449194,6,2,2387.3432481195578,-3160.310161725328
0x6b6e2731bd151592f2c9a9957be44bf2355bdabc,1444.6772893727457,6.558900021835599,4,5,220.26213001619024,-1665.7093902344898
0xc37f72e36dc1e7632ca2ab49a775b439ed6b758a,1333.1673361949888,0.6110695709193361,5,18,2181.694850537686,-2695.844051799752
0xf548e602d4389543ea6eaeaec6463d0f7dd585bd,1419.1828124608226,3.2213525524805497,1,1,440.55494992871985,-1862.2759810136927
0x6fd292994c443c884416c7497f03d481114081f7,1445.8395225004388,2.0175287075272483,8,4,716.6388845452955,-1811.6619938972124
0xeaec7a8d86e6f87c6b82d2a9bcfefc8422ec6880,1414.9064844460356,0.3781265477222774,11,8,3741.886130368297,-5161.55941121166
0x68ec7b8286ebe9040bf5f4179273c5d6adce6a06,1408.9782821327954,0.7437187839560023,6,8,1894.504095537473,-3317.0224760472897
0x41fe3701ee2f7b03ba5e0db745b57924875f2284,1344.312661736184,1.5180283495927789,2,3,885.5649251193529,-2224.5276221208223
0x6ba18c9f386de9f23a42803f93170dc12f6b8e09,1328.2578536605233,7.540886914024601,1,12,176.14079998868817,-1526.8499754898269
0x082eee48496e03bbd823ff50736a6161d409467b,1322.7889275940597,0.5360156903222163,4,11,2467.817549890916,-3796.024332703393
0x8258481fbc76e355f021a1a1c89ee8436a3fea47,1312.9072469495727,4.9667574359096855,1,7,264.3389100215053,-1581.7186775884172
0xd95e9f3a18a588d03b389ad89a5638f93c6eb6dc,1267.050633828214,4.115998865405794,2,3,307.83551581550205,-1574.9658627700362
0x78afb7d6581bb1ff6b8996c5d65e88e3a24d9ce2,1262.830816110523,1.2962766647979325,7,14,974.1985259816253,-2237.3910826670394
0x7ef29bf6e302b2a73d8f0f89b13350cb35946a47,1253.1329162651084,1.2595704201716131,1,1,994.889127433123,-2248.1155212705703
0xb6f3668841cae81bd73e068ec23d1b8d1e23f689,1251.800755776055,10.153511426516378,1,6,123.28747200765618,-1382.889553186817
0x389fbbdb3c9acad11f5164dd088095ed9a07ddc1,1242.4109765453666,0.5307741668023698,3,2,2340.752535169953,-3586.0597410029923
0x84db82d1f688f881e52cb08a72c08e4f60b54541,1241.7505264872311,5.611001237946316,5,3,221.30640750700042,-1463.4512088529898
0x6388c33c179115d0e57aed8bbdada3c2d69699e1,1233.0502518386322,0.28841205996677943,4,4,4275.307530415546,-5509.737318691472
0xfa948f2513259f510e91772114339074a1b626fc,1490.0845897765453,2.8191952985780935,10,39,528.5496150366359,-1658.790813988322
0xaa91359f0f31437331cc1f5e07f8a2ed7fe57a15,1217.7914766499396,0.8130573819463232,4,2,1497.792780301374,-2717.39644638106
0x483b890a034a0dc643772580b50e2d34c70dbbb9,1192.1485257493723,1.1234357359730456,7,7,1061.1630799841098,-1697.2349762201297
0x33eba5b5fe1d9e2ed584aa9ecb80a1bdb7c4b516,1209.0208527337793,0.8572764625830781,6,11,1410.3044997769478,-2619.8816880869676
0xbd91df45321b6d99c4aeebb90b6957b5279fe688,1208.0834425491178,2.7422164173897667,1,2,440.5499999518842,-1649.025836979944
0x17946a75703604227bf3df4db312adf960e450bb,1201.3149714887795,0.28366263478489007,19,23,4235.013090108864,-5447.599899006176
0xd35390dabbe9a0503a0bfd417b034c054514f702,1200.0042877658655,4.539388007007676,1,2,264.35376000318985,-1474.1165492640434